Split,Week,Player,Position,Team,Opponent,Result,Points,Region
1.0,2.0,METEOS,Jungler,C9 ,GV ,0,7.4,NA
1.0,2.0,METEOS,Jungler,C9 ,TIP,0,12.18,NA
1.0,2.0,WOOLITE,AD Carry,ROC,FNC,0,25.75,EU
1.0,2.0,WOOLITE,AD Carry,ROC,UOL,0,29.24,EU
1.0,2.0,YOUNGBUCK,Top,CW ,UOL,0,4.66,EU
1.0,2.0,YOUNGBUCK,Top,CW ,OG ,0,5.47,EU
1.0,2.0,PROMISQ,Support,EL ,GIA,0,8.27,EU
1.0,2.0,PROMISQ,Support,EL ,H2K,0,6.68,EU
1.0,2.0,AIRWAKS,Jungler,CW ,UOL,0,6.13,EU
1.0,2.0,AIRWAKS,Jungler,CW ,OG ,0,2.53,EU
1.0,2.0,SLOOSHI8,Mid,T8 ,CLG,0,11.04,NA
1.0,2.0,SLOOSHI8,Mid,T8 ,DIG,0,11.33,NA
1.0,2.0,BISCHU,Mid,TDK,DIG,0,10.49,NA
1.0,2.0,BISCHU,Mid,TDK,NME,0,21.96,NA
1.0,2.0,UNLIMITED,Support,CW ,UOL,0,2.09,EU
1.0,2.0,UNLIMITED,Support,CW ,OG ,0,1.56,EU
1.0,2.0,AZINGY,Jungler,DIG,TDK,1,22.11,NA
1.0,2.0,AZINGY,Jungler,DIG,T8 ,1,27.38,NA
1.0,2.0,BABY,Support,TDK,DIG,0,1.88,NA
1.0,2.0,BABY,Support,TDK,NME,0,0.0,NA
1.0,3.0,DOUBLELIFT,AD Carry,CLG,GV ,1,40.2,NA
1.0,3.0,DOUBLELIFT,AD Carry,CLG,NME,1,35.66,NA
1.0,3.0,APOLLO,AD Carry,TIP,TDK,1,20.52,NA
1.0,3.0,APOLLO,AD Carry,TIP,TL ,0,16.12,NA
1.0,3.0,RUSH,Jungler,TIP,TDK,1,22.84,NA
1.0,3.0,RUSH,Jungler,TIP,TL ,0,15.03,NA
1.0,3.0,PIGLET,AD Carry,TL ,C9 ,1,31.26,NA
1.0,3.0,PIGLET,AD Carry,TL ,TIP,1,14.63,NA
1.0,3.0,REKKLES,AD Carry,FNC,EL ,1,30.63,EU
1.0,3.0,REKKLES,AD Carry,FNC,GIA,1,13.98,EU
1.0,3.0,IMPACT,Top,TIP,TDK,1,16.76,NA
1.0,3.0,IMPACT,Top,TIP,TL ,0,10.01,NA
1.0,3.0,FENIX,Mid,TL ,C9 ,1,33.14,NA
1.0,3.0,FENIX,Mid,TL ,TIP,1,13.57,NA
1.0,3.0,FEBIVEN,Mid,FNC,EL ,1,22.92,EU
1.0,3.0,FEBIVEN,Mid,FNC,GIA,1,25.34,EU
1.0,3.0,HUNI,Top,FNC,EL ,1,33.18,EU
1.0,3.0,HUNI,Top,FNC,GIA,1,26.52,EU
1.0,3.0,HJARNAN,AD Carry,H2K,SK ,1,49.76,EU
1.0,3.0,HJARNAN,AD Carry,H2K,UOL,1,30.89,EU
1.0,3.0,ZVEN,AD Carry,OG ,UOL,1,31.52,EU
1.0,3.0,ZVEN,AD Carry,OG ,ROC,0,7.39,EU
1.0,3.0,QUAS,Top,TL ,C9 ,1,30.62,NA
1.0,3.0,QUAS,Top,TL ,TIP,1,17.67,NA
1.0,3.0,BJERGSEN,Mid,TSM,DIG,0,27.28,NA
1.0,3.0,BJERGSEN,Mid,TSM,TDK,1,40.21,NA
1.0,3.0,YELLOWSTAR,Support,FNC,EL ,1,29.25,EU
1.0,3.0,YELLOWSTAR,Support,FNC,GIA,1,14.48,EU
1.0,3.0,ADRIAN,Support,TIP,TDK,1,18.82,NA
1.0,3.0,ADRIAN,Support,TIP,TL ,0,14.22,NA
1.0,3.0,ALTEC,AD Carry,GV ,CLG,0,15.24,NA
1.0,3.0,ALTEC,AD Carry,GV ,DIG,1,26.38,NA
1.0,3.0,POBELTER,Mid,CLG,GV ,1,33.76,NA
1.0,3.0,POBELTER,Mid,CLG,NME,1,21.29,NA
1.0,3.0,RYU,Mid,H2K,SK ,1,36.49,EU
1.0,3.0,RYU,Mid,H2K,UOL,1,42.33,EU
1.0,3.0,APHROMOO,Support,CLG,GV ,1,36.26,NA
1.0,3.0,APHROMOO,Support,CLG,NME,1,23.02,NA
1.0,3.0,IWDOMINATE,Jungler,TL ,C9 ,1,32.75,NA
1.0,3.0,IWDOMINATE,Jungler,TL ,TIP,1,18.39,NA
1.0,3.0,HAUNTZER,Top,GV ,CLG,0,12.74,NA
1.0,3.0,HAUNTZER,Top,GV ,DIG,1,21.31,NA
1.0,3.0,DARSHAN,Top,CLG,GV ,1,23.78,NA
1.0,3.0,DARSHAN,Top,CLG,NME,1,28.84,NA
1.0,3.0,XPEKE,Mid,OG ,UOL,1,31.89,EU
1.0,3.0,XPEKE,Mid,OG ,ROC,0,8.39,EU
1.0,3.0,XIAOWEIXIAO,Mid,TIP,TDK,1,26.03,NA
1.0,3.0,XIAOWEIXIAO,Mid,TIP,TL ,0,10.94,NA
1.0,3.0,REIGNOVER,Jungler,FNC,EL ,1,23.91,EU
1.0,3.0,REIGNOVER,Jungler,FNC,GIA,1,20.97,EU
1.0,3.0,KEANE,Mid,GV ,CLG,0,14.33,NA
1.0,3.0,KEANE,Mid,GV ,DIG,1,22.52,NA
1.0,3.0,XPECIAL,Support,TL ,C9 ,1,31.43,NA
1.0,3.0,XPECIAL,Support,TL ,TIP,1,17.84,NA
1.0,3.0,SOAZ,Top,OG ,UOL,1,26.89,EU
1.0,3.0,SOAZ,Top,OG ,ROC,0,7.24,EU
1.0,3.0,FOX,Mid,SK ,H2K,0,20.24,EU
1.0,3.0,FOX,Mid,SK ,GMB,0,8.24,EU
1.0,3.0,SNEAKY,AD Carry,C9 ,TL ,0,12.08,NA
1.0,3.0,SNEAKY,AD Carry,C9 ,T8 ,1,40.13,NA
1.0,3.0,NUKEDUCK,Mid,ROC,GIA,0,9.3,EU
1.0,3.0,NUKEDUCK,Mid,ROC,OG ,1,25.76,EU
1.0,3.0,COREJJ,AD Carry,DIG,TSM,1,20.26,NA
1.0,3.0,COREJJ,AD Carry,DIG,GV ,0,6.34,NA
1.0,3.0,ADRYH,AD Carry,GIA,ROC,1,25.45,EU
1.0,3.0,ADRYH,AD Carry,GIA,FNC,0,4.01,EU
1.0,3.0,XMITHIE,Jungler,CLG,GV ,1,29.96,NA
1.0,3.0,XMITHIE,Jungler,CLG,NME,1,29.69,NA
1.0,3.0,ODOAMNE,Top,H2K,SK ,1,32.5,EU
1.0,3.0,ODOAMNE,Top,H2K,UOL,1,27.72,EU
1.0,3.0,KASING,Support,H2K,SK ,1,35.78,EU
1.0,3.0,KASING,Support,H2K,UOL,1,27.34,EU
1.0,3.0,AMAZING,Jungler,OG ,UOL,1,35.25,EU
1.0,3.0,AMAZING,Jungler,OG ,ROC,0,7.03,EU
1.0,3.0,CANDYPANDA,AD Carry,SK ,H2K,0,14.41,EU
1.0,3.0,CANDYPANDA,AD Carry,SK ,GMB,0,12.07,EU
1.0,3.0,POWEROFEVIL,Mid,UOL,OG ,0,6.06,EU
1.0,3.0,POWEROFEVIL,Mid,UOL,H2K,0,9.34,EU
1.0,3.0,PEPIINERO,Mid,GIA,ROC,1,20.88,EU
1.0,3.0,PEPIINERO,Mid,GIA,FNC,0,6.51,EU
1.0,3.0,MITHY,Support,OG ,UOL,1,26.71,EU
1.0,3.0,MITHY,Support,OG ,ROC,0,3.73,EU
1.0,3.0,NIEN,AD Carry,T8 ,NME,1,23.01,NA
1.0,3.0,NIEN,AD Carry,T8 ,C9 ,0,15.44,NA
1.0,3.0,SANTORIN,Jungler,TSM,DIG,0,14.34,NA
1.0,3.0,SANTORIN,Jungler,TSM,TDK,1,37.69,NA
1.0,3.0,SHIPHTUR,Mid,DIG,TSM,1,20.75,NA
1.0,3.0,SHIPHTUR,Mid,DIG,GV ,0,5.14,NA
1.0,3.0,GAMSU,Top,DIG,TSM,1,16.51,NA
1.0,3.0,GAMSU,Top,DIG,GV ,0,6.75,NA
1.0,3.0,BUNNY FUFUU,Support,GV ,CLG,0,6.13,NA
1.0,3.0,BUNNY FUFUU,Support,GV ,DIG,1,23.54,NA
1.0,3.0,MOVE,Jungler,GV ,CLG,0,14.35,NA
1.0,3.0,MOVE,Jungler,GV ,DIG,1,16.34,NA
1.0,3.0,VIZICSACSI,Top,UOL,OG ,0,8.15,EU
1.0,3.0,VIZICSACSI,Top,UOL,H2K,0,13.03,EU
1.0,3.0,STEVE,Top,ROC,GIA,0,10.83,EU
1.0,3.0,STEVE,Top,ROC,OG ,1,16.89,EU
1.0,3.0,WERLYB,Top,GIA,ROC,1,19.45,EU
1.0,3.0,WERLYB,Top,GIA,FNC,0,1.79,EU
1.0,3.0,FROGGEN,Mid,EL ,FNC,0,17.22,EU
1.0,3.0,FROGGEN,Mid,EL ,CW ,0,7.8,EU
1.0,3.0,WILDTURTLE,AD Carry,TSM,DIG,0,20.12,NA
1.0,3.0,WILDTURTLE,AD Carry,TSM,TDK,1,35.59,NA
1.0,3.0,VARDAGS,AD Carry,UOL,OG ,0,5.93,EU
1.0,3.0,VARDAGS,AD Carry,UOL,H2K,0,6.19,EU
1.0,3.0,JENSEN,Mid,C9 ,TL ,0,10.05,NA
1.0,3.0,JENSEN,Mid,C9 ,T8 ,1,23.98,NA
1.0,3.0,SVENSKEREN,Jungler,SK ,H2K,0,21.52,EU
1.0,3.0,SVENSKEREN,Jungler,SK ,GMB,0,15.25,EU
1.0,3.0,DYRUS,Top,TSM,DIG,0,20.18,NA
1.0,3.0,DYRUS,Top,TSM,TDK,1,43.24,NA
1.0,3.0,LOULEX,Jungler,H2K,SK ,1,25.69,EU
1.0,3.0,LOULEX,Jungler,H2K,UOL,1,26.36,EU
1.0,3.0,JANKOS,Jungler,ROC,GIA,0,10.56,EU
1.0,3.0,JANKOS,Jungler,ROC,OG ,1,19.04,EU
1.0,3.0,NRATED,Support,SK ,H2K,0,17.43,EU
1.0,3.0,NRATED,Support,SK ,GMB,0,12.82,EU
1.0,3.0,SERAPH,Top,TDK,TIP,0,2.03,NA
1.0,3.0,SERAPH,Top,TDK,TSM,0,19.73,NA
1.0,3.0,BALLS,Top,C9 ,TL ,0,11.65,NA
1.0,3.0,BALLS,Top,C9 ,T8 ,1,30.91,NA
1.0,3.0,FREDY122,Top,SK ,H2K,0,14.52,EU
1.0,3.0,FREDY122,Top,SK ,GMB,0,11.58,EU
1.0,3.0,LUSTBOY,Support,TSM,DIG,0,12.35,NA
1.0,3.0,LUSTBOY,Support,TSM,TDK,1,32.46,NA
1.0,3.0,PORPOISE8,Jungler,T8 ,NME,1,20.67,NA
1.0,3.0,PORPOISE8,Jungler,T8 ,C9 ,0,9.81,NA
1.0,3.0,TABZZ,AD Carry,EL ,FNC,0,9.47,EU
1.0,3.0,TABZZ,AD Carry,EL ,CW ,0,7.4,EU
1.0,3.0,OTTER,AD Carry,NME,T8 ,0,20.21,NA
1.0,3.0,OTTER,AD Carry,NME,CLG,0,27.1,NA
1.0,3.0,JWAOW,Top,EL ,FNC,0,6.95,EU
1.0,3.0,JWAOW,Top,EL ,CW ,0,6.93,EU
1.0,3.0,VANDER,Support,ROC,GIA,0,7.88,EU
1.0,3.0,VANDER,Support,ROC,OG ,1,17.4,EU
1.0,3.0,CABOCHARD,Top,GMB,CW ,1,23.27,EU
1.0,3.0,CABOCHARD,Top,GMB,SK ,1,27.05,EU
1.0,3.0,CALITRLOLZ8,Top,T8 ,NME,1,25.63,NA
1.0,3.0,CALITRLOLZ8,Top,T8 ,C9 ,0,10.89,NA
1.0,3.0,KEZ,Jungler,TDK,TIP,0,1.32,NA
1.0,3.0,KEZ,Jungler,TDK,TSM,0,18.49,NA
1.0,3.0,FR3DERIC,Jungler,GIA,ROC,1,10.61,EU
1.0,3.0,FR3DERIC,Jungler,GIA,FNC,0,2.94,EU
1.0,3.0,INNOX,Mid,NME,T8 ,0,22.11,NA
1.0,3.0,INNOX,Mid,NME,CLG,0,19.74,NA
1.0,3.0,G0DFRED,Support,GIA,ROC,1,20.59,EU
1.0,3.0,G0DFRED,Support,GIA,FNC,0,3.27,EU
1.0,3.0,DODO8,Support,T8 ,NME,1,16.81,NA
1.0,3.0,DODO8,Support,T8 ,C9 ,0,15.82,NA
1.0,3.0,HYLISSANG,Support,UOL,OG ,0,3.25,EU
1.0,3.0,HYLISSANG,Support,UOL,H2K,0,8.63,EU
1.0,3.0,BETSY,Mid,GMB,CW ,1,18.9,EU
1.0,3.0,BETSY,Mid,GMB,SK ,1,25.74,EU
1.0,3.0,KIWIKID,Support,DIG,TSM,1,14.36,NA
1.0,3.0,KIWIKID,Support,DIG,GV ,0,3.59,NA
1.0,3.0,TRASHY,Jungler,NME,T8 ,0,16.63,NA
1.0,3.0,TRASHY,Jungler,NME,CLG,0,20.22,NA
1.0,3.0,LEMONNATION,Support,C9 ,TL ,0,9.38,NA
1.0,3.0,LEMONNATION,Support,C9 ,T8 ,1,27.61,NA
1.0,3.0,DEXTER,Jungler,EL ,FNC,0,12.0,EU
1.0,3.0,DEXTER,Jungler,EL ,CW ,0,7.41,EU
1.0,3.0,KIKIS,Jungler,UOL,OG ,0,3.77,EU
1.0,3.0,KIKIS,Jungler,UOL,H2K,0,10.48,EU
1.0,3.0,FREEZE,AD Carry,CW ,GMB,0,13.15,EU
1.0,3.0,FREEZE,AD Carry,CW ,EL ,1,19.78,EU
1.0,3.0,SMOOTHIE,Support,TDK,TIP,0,0.09,NA
1.0,3.0,SMOOTHIE,Support,TDK,TSM,0,11.81,NA
1.0,3.0,FLARESZ,Top,NME,T8 ,0,7.17,NA
1.0,3.0,FLARESZ,Top,NME,CLG,0,17.18,NA
1.0,3.0,FORG1VEN,AD Carry,GMB,CW ,1,14.29,EU
1.0,3.0,FORG1VEN,AD Carry,GMB,SK ,1,21.19,EU
1.0,3.0,BODYDROP,Support,NME,T8 ,0,17.09,NA
1.0,3.0,BODYDROP,Support,NME,CLG,0,14.3,NA
1.0,3.0,DIAMONDPROX,Jungler,GMB,CW ,1,10.9,EU
1.0,3.0,DIAMONDPROX,Jungler,GMB,SK ,1,20.67,EU
1.0,3.0,GOSU PEPPER,Support,GMB,CW ,1,7.23,EU
1.0,3.0,GOSU PEPPER,Support,GMB,SK ,1,17.53,EU
1.0,3.0,MRRALLEZ,AD Carry,ROC,GIA,0,0.0,EU
1.0,3.0,MRRALLEZ,AD Carry,ROC,OG ,1,0.0,EU
1.0,3.0,HELIOS,Jungler,DIG,TSM,1,15.19,NA
1.0,3.0,HELIOS,Jungler,DIG,GV ,0,2.82,NA
1.0,3.0,SOREN,Mid,CW ,GMB,0,8.26,EU
1.0,3.0,SOREN,Mid,CW ,EL ,1,10.43,EU
1.0,3.0,LATTMAN,AD Carry,TDK,TIP,0,2.44,NA
1.0,3.0,LATTMAN,AD Carry,TDK,TSM,0,19.91,NA
1.0,3.0,METEOS,Jungler,C9 ,TL ,0,7.12,NA
1.0,3.0,METEOS,Jungler,C9 ,T8 ,1,24.72,NA
1.0,3.0,WOOLITE,AD Carry,ROC,GIA,0,9.95,EU
1.0,3.0,WOOLITE,AD Carry,ROC,OG ,1,33.8,EU
1.0,3.0,YOUNGBUCK,Top,CW ,GMB,0,6.68,EU
1.0,3.0,YOUNGBUCK,Top,CW ,EL ,1,14.07,EU
1.0,3.0,PROMISQ,Support,EL ,FNC,0,11.68,EU
1.0,3.0,PROMISQ,Support,EL ,CW ,0,6.65,EU
1.0,3.0,AIRWAKS,Jungler,CW ,GMB,0,12.34,EU
1.0,3.0,AIRWAKS,Jungler,CW ,EL ,1,14.93,EU
1.0,3.0,SLOOSHI8,Mid,T8 ,NME,1,21.91,NA
1.0,3.0,SLOOSHI8,Mid,T8 ,C9 ,0,13.44,NA
1.0,3.0,BISCHU,Mid,TDK,TIP,0,2.14,NA
1.0,3.0,BISCHU,Mid,TDK,TSM,0,18.95,NA
1.0,3.0,UNLIMITED,Support,CW ,GMB,0,6.53,EU
1.0,3.0,UNLIMITED,Support,CW ,EL ,1,12.15,EU
1.0,4.0,DOUBLELIFT,AD Carry,CLG,TDK,1,26.83,NA
1.0,4.0,DOUBLELIFT,AD Carry,CLG,C9 ,1,50.38,NA
1.0,4.0,APOLLO,AD Carry,TIP,DIG,0,12.42,NA
1.0,4.0,APOLLO,AD Carry,TIP,NME,1,33.95,NA
1.0,4.0,RUSH,Jungler,TIP,DIG,0,8.97,NA
1.0,4.0,RUSH,Jungler,TIP,NME,1,32.82,NA
1.0,4.0,PIGLET,AD Carry,TL ,TSM,0,12.68,NA
1.0,4.0,PIGLET,AD Carry,TL ,DIG,0,20.0,NA
1.0,4.0,REKKLES,AD Carry,FNC,OG ,1,33.01,EU
1.0,4.0,REKKLES,AD Carry,FNC,CW ,1,25.91,EU
1.0,4.0,IMPACT,Top,TIP,DIG,0,14.0,NA
1.0,4.0,IMPACT,Top,TIP,NME,1,33.61,NA
1.0,4.0,FENIX,Mid,TL ,TSM,0,13.91,NA
1.0,4.0,FENIX,Mid,TL ,DIG,0,25.8,NA
1.0,4.0,FEBIVEN,Mid,FNC,OG ,1,25.42,EU
1.0,4.0,FEBIVEN,Mid,FNC,CW ,1,27.8,EU
1.0,4.0,HUNI,Top,FNC,OG ,1,19.79,EU
1.0,4.0,HUNI,Top,FNC,CW ,1,25.71,EU
1.0,4.0,HJARNAN,AD Carry,H2K,CW ,1,19.34,EU
1.0,4.0,HJARNAN,AD Carry,H2K,GIA,1,37.09,EU
1.0,4.0,ZVEN,AD Carry,OG ,FNC,0,15.65,EU
1.0,4.0,ZVEN,AD Carry,OG ,EL ,1,39.36,EU
1.0,4.0,QUAS,Top,TL ,TSM,0,18.3,NA
1.0,4.0,QUAS,Top,TL ,DIG,0,22.99,NA
1.0,4.0,BJERGSEN,Mid,TSM,TL ,1,21.79,NA
1.0,4.0,BJERGSEN,Mid,TSM,GV ,1,39.33,NA
1.0,4.0,YELLOWSTAR,Support,FNC,OG ,1,26.13,EU
1.0,4.0,YELLOWSTAR,Support,FNC,CW ,1,20.22,EU
1.0,4.0,ADRIAN,Support,TIP,DIG,0,10.64,NA
1.0,4.0,ADRIAN,Support,TIP,NME,1,28.06,NA
1.0,4.0,ALTEC,AD Carry,GV ,T8 ,1,26.18,NA
1.0,4.0,ALTEC,AD Carry,GV ,TSM,0,26.66,NA
1.0,4.0,POBELTER,Mid,CLG,TDK,1,37.02,NA
1.0,4.0,POBELTER,Mid,CLG,C9 ,1,33.21,NA
1.0,4.0,RYU,Mid,H2K,CW ,1,14.41,EU
1.0,4.0,RYU,Mid,H2K,GIA,1,22.37,EU
1.0,4.0,APHROMOO,Support,CLG,TDK,1,20.86,NA
1.0,4.0,APHROMOO,Support,CLG,C9 ,1,32.85,NA
1.0,4.0,IWDOMINATE,Jungler,TL ,TSM,0,13.88,NA
1.0,4.0,IWDOMINATE,Jungler,TL ,DIG,0,23.29,NA
1.0,4.0,HAUNTZER,Top,GV ,T8 ,1,31.48,NA
1.0,4.0,HAUNTZER,Top,GV ,TSM,0,26.75,NA
1.0,4.0,DARSHAN,Top,CLG,TDK,1,30.65,NA
1.0,4.0,DARSHAN,Top,CLG,C9 ,1,34.08,NA
1.0,4.0,XPEKE,Mid,OG ,FNC,0,9.07,EU
1.0,4.0,XPEKE,Mid,OG ,EL ,1,34.22,EU
1.0,4.0,XIAOWEIXIAO,Mid,TIP,DIG,0,13.29,NA
1.0,4.0,XIAOWEIXIAO,Mid,TIP,NME,1,29.82,NA
1.0,4.0,REIGNOVER,Jungler,FNC,OG ,1,12.77,EU
1.0,4.0,REIGNOVER,Jungler,FNC,CW ,1,24.9,EU
1.0,4.0,KEANE,Mid,GV ,T8 ,1,21.79,NA
1.0,4.0,KEANE,Mid,GV ,TSM,0,21.46,NA
1.0,4.0,XPECIAL,Support,TL ,TSM,0,15.28,NA
1.0,4.0,XPECIAL,Support,TL ,DIG,0,22.13,NA
1.0,4.0,SOAZ,Top,OG ,FNC,0,4.03,EU
1.0,4.0,SOAZ,Top,OG ,EL ,1,33.12,EU
1.0,4.0,FOX,Mid,SK ,UOL,1,23.37,EU
1.0,4.0,FOX,Mid,SK ,ROC,1,30.51,EU
1.0,4.0,SNEAKY,AD Carry,C9 ,NME,0,8.22,NA
1.0,4.0,SNEAKY,AD Carry,C9 ,CLG,0,30.32,NA
1.0,4.0,NUKEDUCK,Mid,ROC,EL ,0,4.73,EU
1.0,4.0,NUKEDUCK,Mid,ROC,SK ,0,9.09,EU
1.0,4.0,COREJJ,AD Carry,DIG,TIP,1,26.52,NA
1.0,4.0,COREJJ,AD Carry,DIG,TL ,1,27.73,NA
1.0,4.0,ADRYH,AD Carry,GIA,GMB,0,11.5,EU
1.0,4.0,ADRYH,AD Carry,GIA,H2K,0,8.43,EU
1.0,4.0,XMITHIE,Jungler,CLG,TDK,1,24.81,NA
1.0,4.0,XMITHIE,Jungler,CLG,C9 ,1,40.11,NA
1.0,4.0,ODOAMNE,Top,H2K,CW ,1,14.83,EU
1.0,4.0,ODOAMNE,Top,H2K,GIA,1,31.61,EU
1.0,4.0,KASING,Support,H2K,CW ,1,22.1,EU
1.0,4.0,KASING,Support,H2K,GIA,1,33.63,EU
1.0,4.0,AMAZING,Jungler,OG ,FNC,0,7.49,EU
1.0,4.0,AMAZING,Jungler,OG ,EL ,1,30.81,EU
1.0,4.0,CANDYPANDA,AD Carry,SK ,UOL,1,17.5,EU
1.0,4.0,CANDYPANDA,AD Carry,SK ,ROC,1,25.83,EU
1.0,4.0,POWEROFEVIL,Mid,UOL,SK ,0,23.86,EU
1.0,4.0,POWEROFEVIL,Mid,UOL,GMB,1,16.66,EU
1.0,4.0,PEPIINERO,Mid,GIA,GMB,0,9.34,EU
1.0,4.0,PEPIINERO,Mid,GIA,H2K,0,7.96,EU
1.0,4.0,MITHY,Support,OG ,FNC,0,7.61,EU
1.0,4.0,MITHY,Support,OG ,EL ,1,29.29,EU
1.0,4.0,NIEN,AD Carry,T8 ,GV ,0,9.73,NA
1.0,4.0,NIEN,AD Carry,T8 ,TDK,1,50.54,NA
1.0,4.0,SANTORIN,Jungler,TSM,TL ,1,12.9,NA
1.0,4.0,SANTORIN,Jungler,TSM,GV ,1,31.98,NA
1.0,4.0,SHIPHTUR,Mid,DIG,TIP,1,27.32,NA
1.0,4.0,SHIPHTUR,Mid,DIG,TL ,1,32.63,NA
1.0,4.0,GAMSU,Top,DIG,TIP,1,42.33,NA
1.0,4.0,GAMSU,Top,DIG,TL ,1,38.51,NA
1.0,4.0,BUNNY FUFUU,Support,GV ,T8 ,1,32.78,NA
1.0,4.0,BUNNY FUFUU,Support,GV ,TSM,0,19.36,NA
1.0,4.0,MOVE,Jungler,GV ,T8 ,1,22.95,NA
1.0,4.0,MOVE,Jungler,GV ,TSM,0,16.37,NA
1.0,4.0,VIZICSACSI,Top,UOL,SK ,0,29.81,EU
1.0,4.0,VIZICSACSI,Top,UOL,GMB,1,13.01,EU
1.0,4.0,STEVE,Top,ROC,EL ,0,4.07,EU
1.0,4.0,STEVE,Top,ROC,SK ,0,9.28,EU
1.0,4.0,WERLYB,Top,GIA,GMB,0,6.52,EU
1.0,4.0,WERLYB,Top,GIA,H2K,0,10.77,EU
1.0,4.0,FROGGEN,Mid,EL ,ROC,1,22.18,EU
1.0,4.0,FROGGEN,Mid,EL ,OG ,0,30.52,EU
1.0,4.0,WILDTURTLE,AD Carry,TSM,TL ,1,20.58,NA
1.0,4.0,WILDTURTLE,AD Carry,TSM,GV ,1,26.85,NA
1.0,4.0,VARDAGS,AD Carry,UOL,SK ,0,22.39,EU
1.0,4.0,VARDAGS,AD Carry,UOL,GMB,1,16.4,EU
1.0,4.0,JENSEN,Mid,C9 ,NME,0,7.52,NA
1.0,4.0,JENSEN,Mid,C9 ,CLG,0,21.87,NA
1.0,4.0,SVENSKEREN,Jungler,SK ,UOL,1,21.26,EU
1.0,4.0,SVENSKEREN,Jungler,SK ,ROC,1,28.68,EU
1.0,4.0,DYRUS,Top,TSM,TL ,1,18.19,NA
1.0,4.0,DYRUS,Top,TSM,GV ,1,25.86,NA
1.0,4.0,LOULEX,Jungler,H2K,CW ,1,20.97,EU
1.0,4.0,LOULEX,Jungler,H2K,GIA,1,16.32,EU
1.0,4.0,JANKOS,Jungler,ROC,EL ,0,4.87,EU
1.0,4.0,JANKOS,Jungler,ROC,SK ,0,5.74,EU
1.0,4.0,NRATED,Support,SK ,UOL,1,19.18,EU
1.0,4.0,NRATED,Support,SK ,ROC,1,23.23,EU
1.0,4.0,SERAPH,Top,TDK,CLG,0,14.16,NA
1.0,4.0,SERAPH,Top,TDK,T8 ,0,22.82,NA
1.0,4.0,BALLS,Top,C9 ,NME,0,6.73,NA
1.0,4.0,BALLS,Top,C9 ,CLG,0,27.54,NA
1.0,4.0,FREDY122,Top,SK ,UOL,1,26.77,EU
1.0,4.0,FREDY122,Top,SK ,ROC,1,26.55,EU
1.0,4.0,LUSTBOY,Support,TSM,TL ,1,12.4,NA
1.0,4.0,LUSTBOY,Support,TSM,GV ,1,29.17,NA
1.0,4.0,PORPOISE8,Jungler,T8 ,GV ,0,11.83,NA
1.0,4.0,PORPOISE8,Jungler,T8 ,TDK,1,33.41,NA
1.0,4.0,TABZZ,AD Carry,EL ,ROC,1,18.46,EU
1.0,4.0,TABZZ,AD Carry,EL ,OG ,0,17.84,EU
1.0,4.0,OTTER,AD Carry,NME,C9 ,1,21.56,NA
1.0,4.0,OTTER,AD Carry,NME,TIP,0,19.78,NA
1.0,4.0,JWAOW,Top,EL ,ROC,1,18.56,EU
1.0,4.0,JWAOW,Top,EL ,OG ,0,25.73,EU
1.0,4.0,VANDER,Support,ROC,EL ,0,3.24,EU
1.0,4.0,VANDER,Support,ROC,SK ,0,6.39,EU
1.0,4.0,CABOCHARD,Top,GMB,GIA,1,24.4,EU
1.0,4.0,CABOCHARD,Top,GMB,UOL,0,3.98,EU
1.0,4.0,CALITRLOLZ8,Top,T8 ,GV ,0,9.42,NA
1.0,4.0,CALITRLOLZ8,Top,T8 ,TDK,1,21.88,NA
1.0,4.0,KEZ,Jungler,TDK,CLG,0,12.02,NA
1.0,4.0,KEZ,Jungler,TDK,T8 ,0,27.0,NA
1.0,4.0,FR3DERIC,Jungler,GIA,GMB,0,7.45,EU
1.0,4.0,FR3DERIC,Jungler,GIA,H2K,0,6.75,EU
1.0,4.0,INNOX,Mid,NME,C9 ,1,17.72,NA
1.0,4.0,INNOX,Mid,NME,TIP,0,24.4,NA
1.0,4.0,G0DFRED,Support,GIA,GMB,0,8.17,EU
1.0,4.0,G0DFRED,Support,GIA,H2K,0,7.63,EU
1.0,4.0,DODO8,Support,T8 ,GV ,0,8.35,NA
1.0,4.0,DODO8,Support,T8 ,TDK,1,33.31,NA
1.0,4.0,HYLISSANG,Support,UOL,SK ,0,26.12,EU
1.0,4.0,HYLISSANG,Support,UOL,GMB,1,9.16,EU
1.0,4.0,BETSY,Mid,GMB,GIA,1,18.55,EU
1.0,4.0,BETSY,Mid,GMB,UOL,0,4.35,EU
1.0,4.0,KIWIKID,Support,DIG,TIP,1,23.3,NA
1.0,4.0,KIWIKID,Support,DIG,TL ,1,25.64,NA
1.0,4.0,TRASHY,Jungler,NME,C9 ,1,15.05,NA
1.0,4.0,TRASHY,Jungler,NME,TIP,0,29.64,NA
1.0,4.0,LEMONNATION,Support,C9 ,NME,0,4.61,NA
1.0,4.0,LEMONNATION,Support,C9 ,CLG,0,19.4,NA
1.0,4.0,DEXTER,Jungler,EL ,ROC,1,12.29,EU
1.0,4.0,DEXTER,Jungler,EL ,OG ,0,14.89,EU
1.0,4.0,KIKIS,Jungler,UOL,SK ,0,28.03,EU
1.0,4.0,KIKIS,Jungler,UOL,GMB,1,20.55,EU
